Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
138-17-5109,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,446000.0,9,201000.0,4215000.0,2025-01-15,3:42:00 PM,Thẻ ngân hàng,4014000.0,4.761904762,201000.0,6.5
192-98-7397,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Phụ kiện thời trang,64000.0,1,3000.0,67000.0,2025-01-08,2:11:00 PM,Ví điện tử (Momo/Zalopay),64000.0,4.761904762,3000.0,9.5
301-11-9629,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Thể thao và du lịch,96000.0,7,33000.0,702000.0,2025-01-15,10:43:00 AM,Tiền mặt,668000.0,4.761904762,33000.0,9.7
390-80-5128,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,96000.0,1,5000.0,101000.0,2025-01-28,5:58:00 PM,Thẻ ngân hàng,96000.0,4.761904762,5000.0,9.5
235-46-8343,CN Hải Châu,Đà Nẵng,Thành viên,Nam,Thực phẩm và đồ uống,138000.0,10,69000.0,1452000.0,2025-02-14,11:26:00 AM,Thẻ ngân hàng,1383000.0,4.761904762,69000.0,8.9
453-12-7053,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Phụ kiện thời trang,229000.0,3,34000.0,720000.0,2025-03-10,5:38:00 PM,Thẻ ngân hàng,686000.0,4.761904762,34000.0,6.5
296-11-7041,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,135000.0,1,7000.0,142000.0,2025-01-12,8:07:00 PM,Thẻ ngân hàng,135000.0,4.761904762,7000.0,5.3
449-27-2918,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,196000.0,1,10000.0,205000.0,2025-03-26,11:02:00 AM,Thẻ ngân hàng,196000.0,4.761904762,10000.0,9.6
891-01-7034,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Phụ kiện điện tử,374000.0,6,112000.0,2353000.0,2025-01-01,7:07:00 PM,Tiền mặt,2241000.0,4.761904762,112000.0,6.7
744-09-5786,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện điện tử,110000.0,6,33000.0,693000.0,2025-01-02,6:50:00 PM,Tiền mặt,660000.0,4.761904762,33000.0,7.6
727-17-0390,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Thực phẩm và đồ uống,318000.0,5,80000.0,1670000.0,2025-03-16,12:43:00 PM,Ví điện tử (Momo/Zalopay),1590000.0,4.761904762,80000.0,4.8
568-88-3448,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Sức khoẻ và làm đẹp,125000.0,1,6000.0,131000.0,2025-03-03,3:09:00 PM,Ví điện tử (Momo/Zalopay),125000.0,4.761904762,6000.0,5.5
187-83-5490,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Phụ kiện điện tử,104000.0,4,21000.0,436000.0,2025-01-31,1:47:00 PM,Tiền mặt,415000.0,4.761904762,21000.0,4.7
767-54-1907,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,148000.0,5,37000.0,776000.0,2025-02-13,4:59:00 PM,Tiền mặt,739000.0,4.761904762,37000.0,6.9
710-46-4433,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thực phẩm và đồ uống,387000.0,9,174000.0,3657000.0,2025-02-15,2:15:00 PM,Thẻ ngân hàng,3483000.0,4.761904762,174000.0,4.5
533-33-5337,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện điện tử,397000.0,10,198000.0,4168000.0,2025-02-07,8:24:00 PM,Tiền mặt,3970000.0,4.761904762,198000.0,6.2
325-90-8763,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,233000.0,10,116000.0,2445000.0,2025-01-27,1:58:00 PM,Tiền mặt,2328000.0,4.761904762,116000.0,7.6
729-46-7422,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Thực phẩm và đồ uống,179000.0,1,9000.0,188000.0,2025-02-23,4:52:00 PM,Thẻ ngân hàng,179000.0,4.761904762,9000.0,7.9
639-76-1242,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Thực phẩm và đồ uống,203000.0,5,51000.0,1064000.0,2025-02-03,3:19:00 PM,Tiền mặt,1013000.0,4.761904762,51000.0,4.5
234-03-4040,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thực phẩm và đồ uống,365000.0,10,183000.0,3835000.0,2025-03-03,12:25:00 PM,Thẻ ngân hàng,3652000.0,4.761904762,183000.0,8.7
326-71-2155,CN Hải Châu,Đà Nẵng,Khách thường,Nữ,Thể thao và du lịch,370000.0,4,74000.0,1553000.0,2025-02-03,10:02:00 AM,Tiền mặt,1479000.0,4.761904762,74000.0,6.1
320-32-8842,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,113000.0,1,6000.0,119000.0,2025-03-17,6:58:00 PM,Tiền mặt,113000.0,4.761904762,6000.0,6.4
470-32-9057,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Thực phẩm và đồ uống,257000.0,5,64000.0,1348000.0,2025-03-28,3:31:00 PM,Thẻ ngân hàng,1284000.0,4.761904762,64000.0,9.1
878-30-2331,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thể thao và du lịch,273000.0,10,136000.0,2864000.0,2025-03-02,11:22:00 AM,Thẻ ngân hàng,2728000.0,4.761904762,136000.0,7.1
440-59-5691,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Sức khoẻ và làm đẹp,186000.0,7,65000.0,1365000.0,2025-02-08,1:12:00 PM,Thẻ ngân hàng,1300000.0,4.761904762,65000.0,7.7
554-53-3790,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Thể thao và du lịch,185000.0,6,56000.0,1166000.0,2025-03-22,6:33:00 PM,Tiền mặt,1111000.0,4.761904762,56000.0,4.5
746-19-0921,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Thực phẩm và đồ uống,108000.0,1,5000.0,113000.0,2025-02-09,10:02:00 AM,Ví điện tử (Momo/Zalopay),108000.0,4.761904762,5000.0,7.2
233-34-0817,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện điện tử,494000.0,1,25000.0,519000.0,2025-02-15,11:21:00 AM,Tiền mặt,494000.0,4.761904762,25000.0,8.4
767-05-1286,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,419000.0,6,126000.0,2639000.0,2025-01-23,12:10:00 PM,Ví điện tử (Momo/Zalopay),2513000.0,4.761904762,126000.0,5.4
340-21-9136,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,200000.0,4,40000.0,841000.0,2025-01-25,11:40:00 AM,Tiền mặt,801000.0,4.761904762,40000.0,9.7
405-31-3305,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Phụ kiện thời trang,216000.0,10,108000.0,2264000.0,2025-02-02,6:31:00 PM,Thẻ ngân hàng,2156000.0,4.761904762,108000.0,5.5
731-59-7531,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Sức khoẻ và làm đẹp,363000.0,8,145000.0,3048000.0,2025-03-30,5:58:00 PM,Tiền mặt,2903000.0,4.761904762,145000.0,4.6
676-39-6028,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Phụ kiện điện tử,322000.0,5,81000.0,1692000.0,2025-03-30,5:04:00 PM,Tiền mặt,1611000.0,4.761904762,81000.0,6.6
502-05-1910,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Sức khoẻ và làm đẹp,326000.0,3,49000.0,1027000.0,2025-02-25,8:35:00 PM,Thẻ ngân hàng,978000.0,4.761904762,49000.0,6.3
485-30-8700,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Thể thao và du lịch,166000.0,5,42000.0,873000.0,2025-03-18,4:10:00 PM,Thẻ ngân hàng,832000.0,4.761904762,42000.0,4.2
598-47-9715,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Phụ kiện điện tử,420000.0,4,84000.0,1765000.0,2025-03-07,4:54:00 PM,Ví điện tử (Momo/Zalopay),1681000.0,4.761904762,84000.0,4.4
701-69-8742,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Thể thao và du lịch,172000.0,10,86000.0,1804000.0,2025-03-16,10:11:00 AM,Ví điện tử (Momo/Zalopay),1718000.0,4.761904762,86000.0,6.7
575-67-1508,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Phụ kiện điện tử,193000.0,1,10000.0,203000.0,2025-01-29,11:26:00 AM,Ví điện tử (Momo/Zalopay),193000.0,4.761904762,10000.0,6.7
541-08-3113,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Thực phẩm và đồ uống,330000.0,8,132000.0,2771000.0,2025-02-02,8:29:00 PM,Tiền mặt,2639000.0,4.761904762,132000.0,8.4
246-11-3901,CN Hải Châu,Đà Nẵng,Khách thường,Nữ,Phụ kiện điện tử,164000.0,10,82000.0,1722000.0,2025-02-15,12:12:00 PM,Tiền mặt,1640000.0,4.761904762,82000.0,6.2
674-15-9296,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Thể thao và du lịch,186000.0,5,46000.0,975000.0,2025-01-08,1:05:00 PM,Ví điện tử (Momo/Zalopay),928000.0,4.761904762,46000.0,5.0
305-18-3552,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Nhà cửa và đời sống,302000.0,10,151000.0,3170000.0,2025-02-12,4:19:00 PM,Tiền mặt,3019000.0,4.761904762,151000.0,6.0
493-65-6248,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thể thao và du lịch,185000.0,10,92000.0,1941000.0,2025-01-01,7:48:00 PM,Thẻ ngân hàng,1849000.0,4.761904762,92000.0,7.0
438-01-4015,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,247000.0,4,49000.0,1039000.0,2025-03-21,3:25:00 PM,Ví điện tử (Momo/Zalopay),990000.0,4.761904762,49000.0,6.6
709-58-4068,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Phụ kiện thời trang,205000.0,10,103000.0,2157000.0,2025-02-28,2:42:00 PM,Tiền mặt,2054000.0,4.761904762,103000.0,7.3
795-49-7276,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Phụ kiện thời trang,186000.0,4,37000.0,780000.0,2025-03-23,6:59:00 PM,Ví điện tử (Momo/Zalopay),743000.0,4.761904762,37000.0,8.3
556-72-8512,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Nhà cửa và đời sống,115000.0,1,6000.0,121000.0,2025-01-30,8:47:00 PM,Tiền mặt,115000.0,4.761904762,6000.0,4.3
627-95-3243,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Nhà cửa và đời sống,388000.0,9,175000.0,3670000.0,2025-02-04,1:21:00 PM,Ví điện tử (Momo/Zalopay),3496000.0,4.761904762,175000.0,9.8
686-41-0932,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Phụ kiện thời trang,174000.0,2,17000.0,364000.0,2025-03-13,7:48:00 PM,Ví điện tử (Momo/Zalopay),347000.0,4.761904762,17000.0,8.2
510-09-5628,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Phụ kiện thời trang,98000.0,10,49000.0,1032000.0,2025-03-15,6:20:00 PM,Thẻ ngân hàng,983000.0,4.761904762,49000.0,7.2
608-04-3797,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Sức khoẻ và làm đẹp,127000.0,8,51000.0,1063000.0,2025-03-05,8:24:00 PM,Ví điện tử (Momo/Zalopay),1013000.0,4.761904762,51000.0,8.7
148-82-2527,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,61000.0,10,30000.0,636000.0,2025-03-05,1:44:00 PM,Thẻ ngân hàng,606000.0,4.761904762,30000.0,8.4
437-53-3084,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện thời trang,499000.0,2,50000.0,1049000.0,2025-02-26,11:48:00 AM,Ví điện tử (Momo/Zalopay),999000.0,4.761904762,50000.0,7.1
632-32-4574,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Thể thao và du lịch,380000.0,8,152000.0,3189000.0,2025-03-20,2:14:00 PM,Tiền mặt,3037000.0,4.761904762,152000.0,5.5
556-97-7101,CN Hải Châu,Đà Nẵng,Khách thường,Nữ,Phụ kiện điện tử,316000.0,2,32000.0,664000.0,2025-01-01,3:51:00 PM,Tiền mặt,632000.0,4.761904762,32000.0,8.5
862-59-8517,CN Hải Châu,Đà Nẵng,Khách thường,Nữ,Thực phẩm và đồ uống,451000.0,6,135000.0,2843000.0,2025-01-27,11:17:00 AM,Tiền mặt,2707000.0,4.761904762,135000.0,6.2
401-18-8016,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,491000.0,1,25000.0,515000.0,2025-01-21,5:36:00 PM,Tiền mặt,491000.0,4.761904762,25000.0,8.9
420-18-8989,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,258000.0,8,103000.0,2164000.0,2025-02-02,3:47:00 PM,Tiền mặt,2061000.0,4.761904762,103000.0,9.6
277-63-2961,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Thể thao và du lịch,370000.0,1,18000.0,388000.0,2025-02-03,3:53:00 PM,Thẻ ngân hàng,370000.0,4.761904762,18000.0,5.4
573-98-8548,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,160000.0,1,8000.0,167000.0,2025-01-05,12:40:00 PM,Ví điện tử (Momo/Zalopay),160000.0,4.761904762,8000.0,9.1
620-02-2046,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Nhà cửa và đời sống,347000.0,2,35000.0,729000.0,2025-01-27,7:48:00 PM,Ví điện tử (Momo/Zalopay),694000.0,4.761904762,35000.0,9.0
282-35-2475,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Thể thao và du lịch,467000.0,2,47000.0,980000.0,2025-03-25,5:53:00 PM,Tiền mặt,933000.0,4.761904762,47000.0,6.3
511-54-3087,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Thể thao và du lịch,442000.0,1,22000.0,464000.0,2025-02-25,4:36:00 PM,Thẻ ngân hàng,442000.0,4.761904762,22000.0,9.5
726-29-6793,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Phụ kiện điện tử,121000.0,8,48000.0,1016000.0,2025-01-28,8:54:00 PM,Ví điện tử (Momo/Zalopay),967000.0,4.761904762,48000.0,9.8
387-49-4215,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,242000.0,3,36000.0,764000.0,2025-01-08,12:50:00 PM,Tiền mặt,728000.0,4.761904762,36000.0,6.7
862-17-9201,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Thực phẩm và đồ uống,420000.0,6,126000.0,2648000.0,2025-01-29,10:48:00 AM,Thẻ ngân hàng,2522000.0,4.761904762,126000.0,7.7
291-21-5991,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Sức khoẻ và làm đẹp,306000.0,5,77000.0,1609000.0,2025-03-29,2:28:00 PM,Tiền mặt,1532000.0,4.761904762,77000.0,7.0
602-80-9671,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,80000.0,6,24000.0,502000.0,2025-02-09,5:15:00 PM,Thẻ ngân hàng,478000.0,4.761904762,24000.0,5.1
347-72-6115,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,454000.0,7,159000.0,3335000.0,2025-01-16,6:03:00 PM,Thẻ ngân hàng,3176000.0,4.761904762,159000.0,6.2
209-61-0206,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Nhà cửa và đời sống,215000.0,5,54000.0,1126000.0,2025-01-05,5:29:00 PM,Ví điện tử (Momo/Zalopay),1073000.0,4.761904762,54000.0,6.1
595-27-4851,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Phụ kiện thời trang,271000.0,7,95000.0,1995000.0,2025-01-27,6:05:00 PM,Ví điện tử (Momo/Zalopay),1900000.0,4.761904762,95000.0,9.3
189-52-0236,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Phụ kiện điện tử,498000.0,7,174000.0,3658000.0,2025-03-14,12:07:00 PM,Tiền mặt,3484000.0,4.761904762,174000.0,7.6
503-07-0930,CN Hải Châu,Đà Nẵng,Thành viên,Nam,Thể thao và du lịch,292000.0,7,102000.0,2146000.0,2025-02-23,7:49:00 PM,Thẻ ngân hàng,2044000.0,4.761904762,102000.0,8.2
413-20-6708,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Phụ kiện thời trang,257000.0,1,13000.0,270000.0,2025-03-18,3:52:00 PM,Ví điện tử (Momo/Zalopay),257000.0,4.761904762,13000.0,8.5
425-85-2085,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Sức khoẻ và làm đẹp,274000.0,5,69000.0,1440000.0,2025-03-29,4:48:00 PM,Ví điện tử (Momo/Zalopay),1372000.0,4.761904762,69000.0,9.8
521-18-7827,CN Hải Châu,Đà Nẵng,Thành viên,Nam,Nhà cửa và đời sống,197000.0,5,49000.0,1034000.0,2025-01-22,8:46:00 PM,Thẻ ngân hàng,985000.0,4.761904762,49000.0,8.7
220-28-1851,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Nhà cửa và đời sống,174000.0,2,17000.0,365000.0,2025-03-01,6:14:00 PM,Ví điện tử (Momo/Zalopay),347000.0,4.761904762,17000.0,9.7
600-38-9738,CN Hải Châu,Đà Nẵng,Thành viên,Nam,Thể thao và du lịch,360000.0,5,90000.0,1888000.0,2025-01-17,3:05:00 PM,Thẻ ngân hàng,1798000.0,4.761904762,90000.0,4.3
734-91-1155,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Phụ kiện điện tử,229000.0,3,34000.0,720000.0,2025-03-26,10:34:00 AM,Thẻ ngân hàng,686000.0,4.761904762,34000.0,7.7
451-28-5717,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Nhà cửa và đời sống,416000.0,6,125000.0,2620000.0,2025-03-20,11:23:00 AM,Tiền mặt,2495000.0,4.761904762,125000.0,7.3
609-81-8548,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,187000.0,6,56000.0,1179000.0,2025-02-06,1:55:00 PM,Thẻ ngân hàng,1123000.0,4.761904762,56000.0,5.9
133-14-7229,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Sức khoẻ và làm đẹp,314000.0,2,31000.0,660000.0,2025-01-01,11:43:00 AM,Tiền mặt,629000.0,4.761904762,31000.0,5.0
534-01-4457,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Thực phẩm và đồ uống,409000.0,6,123000.0,2574000.0,2025-01-27,2:36:00 PM,Thẻ ngân hàng,2451000.0,4.761904762,123000.0,8.0
719-89-8991,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Thể thao và du lịch,457000.0,5,114000.0,2400000.0,2025-02-25,4:03:00 PM,Ví điện tử (Momo/Zalopay),2285000.0,4.761904762,114000.0,7.1
286-62-6248,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện thời trang,196000.0,4,39000.0,823000.0,2025-01-16,8:03:00 PM,Thẻ ngân hàng,784000.0,4.761904762,39000.0,9.0
339-38-9982,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Phụ kiện thời trang,299000.0,2,30000.0,629000.0,2025-01-13,2:55:00 PM,Ví điện tử (Momo/Zalopay),599000.0,4.761904762,30000.0,6.7
827-44-5872,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thực phẩm và đồ uống,272000.0,10,136000.0,2854000.0,2025-02-07,11:28:00 AM,Thẻ ngân hàng,2718000.0,4.761904762,136000.0,6.1
827-77-7633,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Thể thao và du lịch,490000.0,9,221000.0,4635000.0,2025-02-17,7:41:00 PM,Tiền mặt,4414000.0,4.761904762,221000.0,9.3
287-83-1405,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Sức khoẻ và làm đẹp,127000.0,6,38000.0,801000.0,2025-02-12,7:01:00 PM,Ví điện tử (Momo/Zalopay),763000.0,4.761904762,38000.0,7.0
435-13-4908,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Phụ kiện thời trang,433000.0,8,173000.0,3641000.0,2025-01-24,6:04:00 PM,Thẻ ngân hàng,3467000.0,4.761904762,173000.0,7.2
857-67-9057,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện điện tử,115000.0,10,57000.0,1205000.0,2025-02-06,7:20:00 PM,Ví điện tử (Momo/Zalopay),1148000.0,4.761904762,57000.0,8.2
236-27-1144,CN Hải Châu,Đà Nẵng,Khách thường,Nữ,Thực phẩm và đồ uống,82000.0,9,37000.0,771000.0,2025-03-26,10:31:00 AM,Ví điện tử (Momo/Zalopay),734000.0,4.761904762,37000.0,8.4
892-05-6689,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Nhà cửa và đời sống,142000.0,5,35000.0,743000.0,2025-03-11,1:28:00 PM,Ví điện tử (Momo/Zalopay),708000.0,4.761904762,35000.0,6.2
583-41-4548,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Nhà cửa và đời sống,83000.0,7,29000.0,613000.0,2025-02-07,11:36:00 AM,Ví điện tử (Momo/Zalopay),583000.0,4.761904762,29000.0,7.4
339-12-4827,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,370000.0,1,18000.0,388000.0,2025-01-05,11:32:00 AM,Thẻ ngân hàng,370000.0,4.761904762,18000.0,5.0
643-38-7867,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Nhà cửa và đời sống,490000.0,1,24000.0,514000.0,2025-03-07,11:44:00 AM,Ví điện tử (Momo/Zalopay),490000.0,4.761904762,24000.0,6.9
308-81-0538,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Phụ kiện thời trang,365000.0,4,73000.0,1534000.0,2025-02-25,5:16:00 PM,Thẻ ngân hàng,1461000.0,4.761904762,73000.0,4.9
358-88-9262,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,437000.0,6,131000.0,2756000.0,2025-02-01,6:43:00 PM,Ví điện tử (Momo/Zalopay),2624000.0,4.761904762,131000.0,5.1
460-35-4390,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Nhà cửa và đời sống,153000.0,3,23000.0,483000.0,2025-01-22,11:00:00 AM,Ví điện tử (Momo/Zalopay),460000.0,4.761904762,23000.0,9.1
343-87-0864,CN Hải Châu,Đà Nẵng,Thành viên,Nam,Sức khoẻ và làm đẹp,379000.0,1,19000.0,398000.0,2025-01-03,10:30:00 AM,Thẻ ngân hàng,379000.0,4.761904762,19000.0,7.1
173-50-1108,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Thể thao và du lịch,101000.0,4,20000.0,424000.0,2025-02-13,12:14:00 PM,Thẻ ngân hàng,404000.0,4.761904762,20000.0,5.0
243-47-2663,CN Hải Châu,Đà Nẵng,Thành viên,Nam,Phụ kiện điện tử,94000.0,6,28000.0,591000.0,2025-01-28,4:43:00 PM,Thẻ ngân hàng,563000.0,4.761904762,28000.0,5.5
841-18-8232,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Thực phẩm và đồ uống,356000.0,1,18000.0,374000.0,2025-01-05,8:40:00 PM,Thẻ ngân hàng,356000.0,4.761904762,18000.0,9.2
701-23-5550,CN Cầu Giấy,Hà Nội,Thành viên,Nam,Nhà cửa và đời sống,194000.0,4,39000.0,815000.0,2025-03-19,1:40:00 PM,Ví điện tử (Momo/Zalopay),776000.0,4.761904762,39000.0,4.9
647-50-1224,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Phụ kiện thời trang,147000.0,10,74000.0,1545000.0,2025-01-12,4:23:00 PM,Ví điện tử (Momo/Zalopay),1471000.0,4.761904762,74000.0,8.9
541-48-8554,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nam,Thể thao và du lịch,305000.0,9,137000.0,2880000.0,2025-01-07,12:08:00 PM,Thẻ ngân hàng,2743000.0,4.761904762,137000.0,6.0
539-21-7227,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Thể thao và du lịch,258000.0,5,64000.0,1353000.0,2025-01-26,5:45:00 PM,Tiền mặt,1288000.0,4.761904762,64000.0,4.2
213-32-1216,CN Quận 1,TP. Hồ Chí Minh,Khách thường,Nữ,Phụ kiện điện tử,330000.0,6,99000.0,2081000.0,2025-01-23,10:28:00 AM,Tiền mặt,1982000.0,4.761904762,99000.0,7.3
747-58-7183,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện thời trang,286000.0,3,43000.0,902000.0,2025-02-09,8:31:00 PM,Ví điện tử (Momo/Zalopay),859000.0,4.761904762,43000.0,6.5
582-52-8065,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Phụ kiện thời trang,272000.0,9,122000.0,2566000.0,2025-02-22,10:49:00 AM,Tiền mặt,2444000.0,4.761904762,122000.0,8.9
210-57-1719,CN Cầu Giấy,Hà Nội,Khách thường,Nữ,Sức khoẻ và làm đẹp,291000.0,9,131000.0,2752000.0,2025-02-05,12:34:00 PM,Tiền mặt,2621000.0,4.761904762,131000.0,9.7
399-69-4630,CN Hải Châu,Đà Nẵng,Khách thường,Nam,Phụ kiện điện tử,111000.0,6,33000.0,700000.0,2025-03-07,10:23:00 AM,Thẻ ngân hàng,666000.0,4.761904762,33000.0,8.6
134-75-2619,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Phụ kiện điện tử,97000.0,7,34000.0,710000.0,2025-03-25,6:51:00 PM,Tiền mặt,676000.0,4.761904762,34000.0,6.9
356-44-8813,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Nhà cửa và đời sống,187000.0,3,28000.0,590000.0,2025-01-20,1:45:00 PM,Thẻ ngân hàng,562000.0,4.761904762,28000.0,7.7
198-66-9832,CN Cầu Giấy,Hà Nội,Thành viên,Nữ,Phụ kiện thời trang,360000.0,2,36000.0,756000.0,2025-02-04,7:38:00 PM,Tiền mặt,720000.0,4.761904762,36000.0,9.5
283-26-5248,CN Hải Châu,Đà Nẵng,Thành viên,Nữ,Thực phẩm và đồ uống,493000.0,10,246000.0,5172000.0,2025-01-30,8:23:00 PM,Ví điện tử (Momo/Zalopay),4926000.0,4.761904762,246000.0,4.5
712-39-0363,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nam,Thực phẩm và đồ uống,208000.0,6,62000.0,1312000.0,2025-01-02,3:24:00 PM,Ví điện tử (Momo/Zalopay),1250000.0,4.761904762,62000.0,5.6
218-59-9410,CN Quận 1,TP. Hồ Chí Minh,Thành viên,Nữ,Nhà cửa và đời sống,362000.0,3,54000.0,1141000.0,2025-03-29,4:54:00 PM,Ví điện tử (Momo/Zalopay),1086000.0,4.761904762,54000.0,8.2
174-75-0888,CN Cầu Giấy,Hà Nội,Khách thường,Nam,Phụ kiện điện tử,108000.0,9,49000.0,1020000.0,2025-03-14,12:32:00 PM,Tiền mặt,971000.0,4.761904762,49000.0,7.3
